date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI
2022-12-30,51.8375,35.80416666666667,342.3333333333333,6.0095238095238095,20.3,108.66666666666667,60.0,52,17,113,25,8,113.0
2022-12-31,47.354166666666664,31.566666666666666,284.125,4.763636363636364,15.165000000000001,95.16666666666667,53.0,47,14,95,19,6,95.0
2023-01-01,42.050000000000004,28.3875,252.375,4.075,9.791666666666666,94.5,47.0,42,13,94,12,5,94.0
2023-01-02,44.37916666666666,30.587500000000002,291.8333333333333,4.504166666666666,10.9375,102.95833333333333,51.0,44,15,104,14,6,104.0
2023-01-03,50.37916666666666,35.012499999999996,310.25,5.258333333333334,15.245833333333332,105.08333333333333,58.0,50,16,107,19,7,107.0
2023-01-04,87.19473684210527,60.89473684210526,440.0416666666667,3.1208333333333336,20.785714285714285,112.625,103.0,87,22,119,26,4,119.0
2023-01-05,93.89999999999999,64.73333333333333,462.30434782608694,5.086956521739131,17.43846153846154,97.625,116.0,94,23,98,22,6,116.0
2023-01-06,85.725,58.6625,457.7,4.783333333333333,15.526315789473685,94.45833333333333,98.0,86,23,94,19,6,98.0
2023-01-07,90.2909090909091,62.9,434.0,3.6125000000000003,16.095833333333335,105.5,110.0,90,22,108,20,5,110.0
2023-01-08,43.824999999999996,30.5,249.125,3.0583333333333336,9.5375,94.375,51.0,44,12,94,12,4,94.0
2023-01-09,32.63333333333333,22.8,213.625,3.733333333333333,12.512500000000001,86.54166666666667,38.0,33,11,87,16,5,87.0
2023-01-10,37.354166666666664,26.025000000000002,231.875,3.7291666666666665,13.095833333333333,89.0,43.0,37,12,89,16,5,89.0
2023-01-11,57.0625,39.625,322.4166666666667,6.0058823529411764,15.9,93.0,66.0,57,16,93,20,8,93.0
2023-01-12,54.69166666666666,36.5625,337.9583333333333,6.219047619047619,13.125,94.375,61.0,55,17,94,16,8,94.0
2023-01-13,40.06666666666667,24.554166666666664,252.45833333333334,5.89,8.414285714285715,80.16666666666667,41.0,40,13,80,11,7,80.0
2023-01-14,46.00833333333333,31.208333333333332,334.4583333333333,7.2631578947368425,18.3125,94.70833333333333,52.0,46,17,95,23,9,95.0
2023-01-15,54.791666666666664,38.00833333333333,377.375,6.16,13.158823529411764,95.79166666666667,63.0,55,19,96,16,8,96.0
2023-01-16,70.39166666666667,48.862500000000004,419.6111111111111,8.305882352941175,16.72,99.75,81.0,70,21,100,21,10,100.0
2023-01-17,60.72083333333333,42.27916666666667,433.75,6.1722222222222225,16.85625,103.5,70.0,61,22,105,21,8,105.0
2023-01-18,68.7,47.916666666666664,399.8888888888889,4.9875,17.446666666666665,101.79166666666667,80.0,69,20,103,22,6,103.0
2023-01-19,69.78750000000001,48.637499999999996,431.6842105263158,7.229166666666667,22.433333333333334,128.75,81.0,70,22,142,28,9,142.0
2023-01-20,62.15833333333333,43.125,393.7916666666667,7.086363636363637,14.347619047619048,113.79166666666667,72.0,62,20,120,18,9,120.0
2023-01-21,74.86363636363636,51.099999999999994,377.0769230769231,7.5,24.733333333333334,101.04166666666667,85.0,75,19,102,31,9,102.0
